Name,Type,Level,Race,Attribute,ATK,DEF,Total
Alligator's Sword,Normal Monster,4.0,Beast,EARTH,1500.0,1200.0,
Dark Zebra,Effect Monster,4.0,Beast,EARTH,1800.0,400.0,
Assault Dog,Effect Monster,4.0,Beast,EARTH,1200.0,800.0,
Playful Possum,Effect Monster,2.0,Beast,EARTH,800.0,600.0,
Maji-Gire Panda,Effect Monster,4.0,Beast,EARTH,1000.0,800.0,
Scrap Chimera,Effect Monster,4.0,Beast,EARTH,1700.0,500.0,
XX-Saber Garsem,Effect Monster,4.0,Beast,EARTH,1400.0,400.0,
Obese Marmot of Nefariousness,Normal Monster,3.0,Beast,EARTH,750.0,800.0,
"Yellow Baboon, Archer of the Forest",Effect Monster,7.0,Beast,EARTH,2600.0,1800.0,
Crystal Beast Amber Mammoth,Effect Monster,4.0,Beast,EARTH,1700.0,1600.0,
Nimble Musasabi,Effect Monster,2.0,Beast,EARTH,800.0,100.0,
Key Mouse,Tuner Monster,1.0,Beast,EARTH,100.0,100.0,
Garvas,Normal Monster,6.0,Beast,EARTH,2000.0,1700.0,
Wind-Up Rat,Effect Monster,3.0,Beast,EARTH,600.0,600.0,
Peropero Cerperus,Effect Monster,3.0,Beast,EARTH,0.0,1800.0,
Crystal Beast Topaz Tiger,Effect Monster,4.0,Beast,EARTH,1600.0,1000.0,
Dark Desertapir,Effect Monster,2.0,Beast,EARTH,1100.0,300.0,
Amazoness Pet Liger,Fusion Monster,7.0,Beast,EARTH,2500.0,2400.0,
Ape Fighter,Effect Monster,4.0,Beast,DARK,1900.0,1200.0,
Neo-Spacian Dark Panther,Effect Monster,3.0,Beast,DARK,1000.0,500.0,
Chrysalis Pantail,Effect Monster,2.0,Beast,DARK,800.0,300.0,
Earthbound Immortal Cusillu,Effect Monster,10.0,Beast,DARK,2800.0,2400.0,
Invoked Caliga,Fusion Monster,4.0,Beast,DARK,1000.0,1800.0,
Kinka-byo,Spirit Monster,1.0,Beast,DARK,400.0,200.0,
Hypnocorn,Effect Monster,4.0,Beast,DARK,1400.0,600.0,
Infernity Beast,Effect Monster,3.0,Beast,DARK,1600.0,1200.0,
Gate Deeg,Normal Monster,3.0,Beast,DARK,700.0,800.0,
Ape Magician,Effect Monster,3.0,Beast,DARK,800.0,1200.0,
Pandemonium Watchbear,Effect Monster,4.0,Beast,DARK,1300.0,1800.0,
Fenrir the Nordic Wolf,Effect Monster,10.0,Beast,DARK,4000.0,4000.0,
Black Dragon Ninja,Effect Monster,7.0,Beast,DARK,2800.0,1600.0,
Performapal Silver Claw,Pendulum Effect Monster,4.0,Beast,DARK,1800.0,800.0,
A Cat of Ill Omen,Flip Effect Monster,2.0,Beast,DARK,500.0,300.0,
Gravity Behemoth,Effect Monster,6.0,Beast,DARK,2300.0,2000.0,
Bicorn Re'em,Effect Monster,4.0,Beast,DARK,800.0,1600.0,
Des Koala,Flip Effect Monster,3.0,Beast,DARK,1100.0,1800.0,
Kagemusha Tanuki Token,Token,,Beast,,,,
Hippo Token,Token,,Beast,,,,
Hippo Token,Token,,Beast,,,,
Hippo Token,Token,,Beast,,,,
Hippo Token,Token,,Beast,,,,
Nordic Beast Token,Token,,Beast,,,,
Ojama Token,Token,,Beast,,,,
Ojama Token,Token,,Beast,,,,
Sheep Token,Token,,Beast,,,,
Lamb Token,Token,,Beast,,,,
Lamb Token,Token,,Beast,,,,
Sheep Token,Token,,Beast,,,,
Sheep Token,Token,,Beast,,,,
Sheep Token,Token,,Beast,,,,
Nin-Ken Dog,Normal Monster,4.0,Beast-Warrior,WIND,1800.0,1000.0,
Reborn Tengu,Effect Monster,4.0,Beast-Warrior,WIND,1700.0,600.0,
Winged Rhynos,Effect Monster,4.0,Beast-Warrior,WIND,1800.0,500.0,
Yosenju Kama 1,Effect Monster,4.0,Beast-Warrior,WIND,1600.0,500.0,
Yosenju Kama 3,Effect Monster,4.0,Beast-Warrior,WIND,1500.0,800.0,
Yosenju Tsujik,Effect Monster,4.0,Beast-Warrior,WIND,1000.0,0.0,
Yosenju Kodam,Effect Monster,1.0,Beast-Warrior,WIND,0.0,0.0,
Jawsman,Effect Monster,6.0,Beast-Warrior,WATER,2600.0,1600.0,
Mother Grizzly,Effect Monster,4.0,Beast-Warrior,WATER,1400.0,1000.0,
Sea Lancer,Effect Monster,5.0,Beast-Warrior,WATER,1300.0,1000.0,
Snowdust Giant,XYZ Monster,4.0,Beast-Warrior,WATER,2200.0,800.0,
Bujintei Kagutsuchi,XYZ Monster,4.0,Beast-Warrior,LIGHT,2500.0,2000.0,
Constellar Omega,XYZ Monster,4.0,Beast-Warrior,LIGHT,2400.0,500.0,
Performapal Uni,Effect Monster,4.0,Beast-Warrior,LIGHT,800.0,1500.0,
Bujin Hirume,Effect Monster,4.0,Beast-Warrior,LIGHT,2000.0,1000.0,
Bujintei Susanowo,XYZ Monster,4.0,Beast-Warrior,LIGHT,2400.0,1600.0,
Bujin Yamato,Effect Monster,4.0,Beast-Warrior,LIGHT,1800.0,200.0,
Sky Cavalry Centaurea,XYZ Monster,2.0,Beast-Warrior,LIGHT,2000.0,0.0,
Bujin Arasuda,Effect Monster,4.0,Beast-Warrior,LIGHT,1600.0,1900.0,
"Wulf, Lightsworn Beast",Effect Monster,4.0,Beast-Warrior,LIGHT,2100.0,300.0,
Lunalight Tiger,Pendulum Effect Monster,3.0,Beast-Warrior,LIGHT,1200.0,800.0,
Constellar Aldebaran,Effect Monster,3.0,Beast-Warrior,LIGHT,1300.0,800.0,
Hunter of Black Feathers,Effect Monster,4.0,Beast-Warrior,LIGHT,1700.0,1000.0,
Constellar Hyades,XYZ Monster,3.0,Beast-Warrior,LIGHT,1900.0,1100.0,
Lunalight Wolf,Pendulum Effect Monster,6.0,Beast-Warrior,LIGHT,2000.0,1800.0,
"Felis, Lightsworn Archer",Tuner Monster,4.0,Beast-Warrior,LIGHT,1100.0,2000.0,
"Aurkus, Lightsworn Druid",Effect Monster,3.0,Beast-Warrior,LIGHT,1200.0,1800.0,
Phantom Beast Thunder-Pegasus,Effect Monster,4.0,Beast-Warrior,LIGHT,700.0,2000.0,
Performapal Corn,Effect Monster,3.0,Beast-Warrior,LIGHT,600.0,1000.0,
Constellar Kaus,Effect Monster,4.0,Beast-Warrior,LIGHT,1800.0,700.0,
Phantom Beast Cross-Wing,Effect Monster,4.0,Beast-Warrior,LIGHT,1300.0,1300.0,
Bujinki Amaterasu,XYZ Monster,4.0,Beast-Warrior,LIGHT,2600.0,2500.0,
Bujintei Tsukuyomi,XYZ Monster,4.0,Beast-Warrior,LIGHT,1800.0,2300.0,
Bujin Mikazuchi,Effect Monster,4.0,Beast-Warrior,LIGHT,1900.0,1500.0,
Vivid Knight,Effect Monster,4.0,Beast-Warrior,LIGHT,1700.0,800.0,
Gladiator Beast Laquari,Effect Monster,4.0,Beast-Warrior,FIRE,1800.0,400.0,
Brotherhood of the Fire Fist - Raven,Effect Monster,3.0,Beast-Warrior,FIRE,200.0,1800.0,
Brotherhood of the Fire Fist - Horse Prince,Synchro Monster,6.0,Beast-Warrior,FIRE,2200.0,2200.0,
Horus' Servant,Effect Monster,1.0,Beast-Warrior,FIRE,100.0,100.0,
Coach Captain Bearman,Effect Monster,8.0,Beast-Warrior,FIRE,2600.0,2700.0,
Dragoons of Draconia,Pendulum Normal Monster,4.0,Beast-Warrior,FIRE,1800.0,200.0,
Iron Blacksmith Kotetsu,Flip Effect Monster,2.0,Beast-Warrior,FIRE,500.0,500.0,
Hazy Flame Sphynx,Effect Monster,6.0,Beast-Warrior,FIRE,1900.0,1900.0,
Fire King Avatar Barong,Effect Monster,4.0,Beast-Warrior,FIRE,1800.0,200.0,
Caninetaur,Effect Monster,3.0,Beast-Warrior,FIRE,1500.0,200.0,
Brotherhood of the Fire Fist - Cardinal,XYZ Monster,4.0,Beast-Warrior,FIRE,1800.0,2200.0,
Brotherhood of the Fire Fist - Dragon,Effect Monster,4.0,Beast-Warrior,FIRE,1800.0,400.0,
Coach Soldier Wolfbark,Effect Monster,4.0,Beast-Warrior,FIRE,1600.0,1200.0,
Brotherhood of the Fire Fist - Hawk,Effect Monster,3.0,Beast-Warrior,FIRE,200.0,1500.0,
Brotherhood of the Fire Fist - Coyote,Effect Monster,5.0,Beast-Warrior,FIRE,2000.0,500.0,
Garoozis,Normal Monster,5.0,Beast-Warrior,FIRE,1800.0,1500.0,
Brotherhood of the Fire Fist - Kirin,Synchro Monster,8.0,Beast-Warrior,FIRE,2000.0,2800.0,
Bonfire Colossus,Effect Monster,8.0,Beast-Warrior,FIRE,2600.0,2200.0,
Brotherhood of the Fire Fist - Boar,Tuner Monster,4.0,Beast-Warrior,FIRE,1100.0,1400.0,
Brotherhood of the Fire Fist - Rhino,Effect Monster,4.0,Beast-Warrior,FIRE,1700.0,1400.0,
Brotherhood of the Fire Fist - Lion Emperor,XYZ Monster,3.0,Beast-Warrior,FIRE,2200.0,200.0,
Vola-Chemicritter Methydraco,XYZ Monster,8.0,Beast-Warrior,FIRE,3000.0,3000.0,
Fire King Avatar Yaksha,Effect Monster,4.0,Beast-Warrior,FIRE,1800.0,200.0,
Brotherhood of the Fire Fist - Snake,Effect Monster,4.0,Beast-Warrior,FIRE,1800.0,600.0,
Manticore of Darkness,Effect Monster,6.0,Beast-Warrior,FIRE,2300.0,1000.0,
Brotherhood of the Fire Fist - Swallow,Effect Monster,5.0,Beast-Warrior,FIRE,2000.0,800.0,
Brotherhood of the Fire Fist - Bear,Effect Monster,4.0,Beast-Warrior,FIRE,1600.0,1200.0,
Brotherhood of the Fire Fist - Rooster,Effect Monster,3.0,Beast-Warrior,FIRE,1500.0,100.0,
Gladiator Beast Heraklinos,Fusion Monster,8.0,Beast-Warrior,FIRE,3000.0,2800.0,
Brotherhood of the Fire Fist - Gorilla,Effect Monster,4.0,Beast-Warrior,FIRE,1600.0,1000.0,
Brotherhood of the Fire Fist - Spirit,Tuner Monster,3.0,Beast-Warrior,FIRE,500.0,200.0,
Brotherhood of the Fire Fist - Leopard,Effect Monster,3.0,Beast-Warrior,FIRE,0.0,200.0,
Phantom Beast Wild-Horn,Effect Monster,4.0,Beast-Warrior,EARTH,1700.0,0.0,
XX-Saber Gottoms,Synchro Monster,9.0,Beast-Warrior,EARTH,3100.0,2600.0,
Assault Beast,Effect Monster,4.0,Beast-Warrior,EARTH,1900.0,1200.0,
Ghost Knight of Jackal,Effect Monster,5.0,Beast-Warrior,EARTH,1700.0,1600.0,
"Commander Gottoms, Swordmaster",Effect Monster,6.0,Beast-Warrior,EARTH,2100.0,1600.0,
Panther Warrior,Effect Monster,4.0,Beast-Warrior,EARTH,2000.0,1600.0,
Minoan Centaur,Effect Monster,6.0,Beast-Warrior,EARTH,1800.0,1000.0,
Goblin Marauding Squad,Effect Monster,4.0,Beast-Warrior,EARTH,1900.0,0.0,
Performapal King Bear,Pendulum Effect Monster,6.0,Beast-Warrior,EARTH,2200.0,1000.0,
Zoodiac Boarbow,XYZ Monster,4.0,Beast-Warrior,EARTH,0.0,0.0,
Gene-Warped Warwolf,Normal Monster,4.0,Beast-Warrior,EARTH,2000.0,100.0,
Man Beast of Ares,Effect Monster,3.0,Beast-Warrior,EARTH,500.0,500.0,
Boar Soldier,Effect Monster,4.0,Beast-Warrior,EARTH,2000.0,500.0,
Shiba-Warrior Taro,Tuner Monster,2.0,Beast-Warrior,EARTH,800.0,600.0,
X-Saber Uruz,Effect Monster,4.0,Beast-Warrior,EARTH,1600.0,1000.0,
"Thor, Lord of the Aesir",Synchro Monster,10.0,Beast-Warrior,EARTH,3500.0,2800.0,
Koa'ki Meiru Urnight,Effect Monster,4.0,Beast-Warrior,EARTH,2000.0,1500.0,
Rude Kaiser,Normal Monster,5.0,Beast-Warrior,EARTH,1800.0,1600.0,
Zoodiac Whiptail,Effect Monster,4.0,Beast-Warrior,EARTH,1200.0,400.0,
Gladiator Beast Darius,Effect Monster,4.0,Beast-Warrior,EARTH,1700.0,300.0,
Koa'ki Meiru Crusader,Effect Monster,4.0,Beast-Warrior,EARTH,1900.0,1300.0,
Beaver Warrior,Normal Monster,4.0,Beast-Warrior,EARTH,1200.0,1500.0,
Shogi Lance,Effect Monster,3.0,Beast-Warrior,EARTH,500.0,500.0,
Battle Ox,Normal Monster,4.0,Beast-Warrior,EARTH,1700.0,1000.0,
Tiger Axe,Normal Monster,4.0,Beast-Warrior,EARTH,1300.0,1100.0,
Chiron the Mage,Effect Monster,4.0,Beast-Warrior,EARTH,1800.0,1000.0,
Zoodiac Ramram,Effect Monster,4.0,Beast-Warrior,EARTH,400.0,2000.0,
Performapal Salutiger,Effect Monster,4.0,Beast-Warrior,EARTH,1700.0,500.0,
Man-Thro' Tro',Effect Monster,4.0,Beast-Warrior,EARTH,1000.0,1000.0,
One Who Hunts Souls,Normal Monster,4.0,Beast-Warrior,EARTH,1100.0,1000.0,
Battle Steer,Normal Monster,5.0,Beast-Warrior,EARTH,1800.0,1300.0,
Zoodiac Tigermortar,XYZ Monster,4.0,Beast-Warrior,EARTH,0.0,0.0,
Wolf Axwielder,Normal Monster,4.0,Beast-Warrior,EARTH,1650.0,1000.0,
Rampaging Rhynos,Effect Monster,3.0,Beast-Warrior,EARTH,1500.0,1500.0,
Grandsoil the Elemental Lord,Effect Monster,8.0,Beast-Warrior,EARTH,2800.0,2200.0,
Tiger Axe,Normal Monster,4.0,Beast-Warrior,EARTH,1300.0,1100.0,
Mountain Warrior,Normal Monster,3.0,Beast-Warrior,EARTH,600.0,1000.0,
"Gaia Drake, the Universal Force",Fusion Monster,10.0,Beast-Warrior,EARTH,3500.0,2800.0,
Lycanthrope,Ritual Effect Monster,6.0,Beast-Warrior,EARTH,2400.0,1800.0,
Zoodiac Drident,XYZ Monster,4.0,Beast-Warrior,EARTH,0.0,0.0,
Garnecia Elefantis,Normal Monster,7.0,Beast-Warrior,EARTH,2400.0,2000.0,
XX-Saber Ragigura,Effect Monster,1.0,Beast-Warrior,EARTH,200.0,1000.0,
Scrap Goblin,Tuner Monster,3.0,Beast-Warrior,EARTH,0.0,500.0,
Zoodiac Bunnyblast,Effect Monster,4.0,Beast-Warrior,EARTH,800.0,800.0,
Zoodiac Ratpier,Effect Monster,4.0,Beast-Warrior,EARTH,0.0,0.0,
X-Saber Axel,Effect Monster,1.0,Beast-Warrior,EARTH,400.0,100.0,
Ogre of the Black Shadow,Normal Monster,4.0,Beast-Warrior,EARTH,1200.0,1400.0,
Shogi Knight,Effect Monster,3.0,Beast-Warrior,EARTH,800.0,400.0,
Hitotsu-Me Giant,Normal Monster,4.0,Beast-Warrior,EARTH,1200.0,1000.0,
Sengenjin,Normal Monster,8.0,Beast-Warrior,EARTH,2750.0,2500.0,
Woodland Archer,Effect Monster,3.0,Beast-Warrior,EARTH,1400.0,1300.0,
"Akz, the Pumer",Effect Monster,6.0,Beast-Warrior,EARTH,1500.0,1000.0,
XX-Saber Boggart Knight,Effect Monster,4.0,Beast-Warrior,EARTH,1900.0,1000.0,
XX-Saber Gardestrike,Effect Monster,5.0,Beast-Warrior,EARTH,2100.0,1400.0,
Panther Warrior,Effect Monster,4.0,Beast-Warrior,EARTH,2000.0,1600.0,
Enraged Battle Ox,Effect Monster,4.0,Beast-Warrior,EARTH,1700.0,1000.0,
Wind-Up Rabbit,Effect Monster,3.0,Beast-Warrior,EARTH,1400.0,600.0,
Beast Machine King Barbaros Ür,Effect Monster,8.0,Beast-Warrior,EARTH,3800.0,1200.0,
Nekogal 2,Normal Monster,6.0,Beast-Warrior,EARTH,1900.0,2000.0,
Zoodiac Thoroughblade,Effect Monster,4.0,Beast-Warrior,EARTH,1600.0,0.0,
Lady Panther,Effect Monster,4.0,Beast-Warrior,EARTH,1400.0,1300.0,
Lunalight Blue Cat,Effect Monster,4.0,Beast-Warrior,DARK,1600.0,1200.0,
Performapal Odd-Eyes Minitaurus,Pendulum Effect Monster,4.0,Beast-Warrior,DARK,1200.0,1600.0,
Lunalight Panther Dancer,Fusion Monster,8.0,Beast-Warrior,DARK,2800.0,2500.0,
Lunalight Purple Butterfly,Effect Monster,3.0,Beast-Warrior,DARK,1000.0,1000.0,
T.G. Warwolf,Effect Monster,3.0,Beast-Warrior,DARK,1200.0,0.0,
Great Long Nose,Spirit Monster,5.0,Beast-Warrior,DARK,1900.0,1700.0,
Exarion Universe,Effect Monster,4.0,Beast-Warrior,DARK,1800.0,1900.0,
Lunalight Black Sheep,Effect Monster,2.0,Beast-Warrior,DARK,100.0,600.0,
Phantom Beast Rock-Lizard,Effect Monster,7.0,Beast-Warrior,DARK,2200.0,2000.0,
Vorse Raider,Normal Monster,4.0,Beast-Warrior,DARK,1900.0,1200.0,
Pitch-Black Warwolf,Effect Monster,4.0,Beast-Warrior,DARK,1600.0,600.0,
Vorse Raider,Normal Monster,4.0,Beast-Warrior,DARK,1900.0,1200.0,
Wind-Up Hunter,Effect Monster,3.0,Beast-Warrior,DARK,1600.0,500.0,
Lunalight Cat Dancer,Fusion Monster,7.0,Beast-Warrior,DARK,2400.0,2000.0,
"Celestial Wolf Lord, Blue Sirius",Synchro Monster,6.0,Beast-Warrior,DARK,2400.0,1500.0,
Lunalight Leo Dancer,Fusion Monster,10.0,Beast-Warrior,DARK,3500.0,3000.0,
Lunalight Kaleido Chick,Effect Monster,4.0,Beast-Warrior,DARK,1400.0,800.0,
Black Ray Lancer,XYZ Monster,3.0,Beast-Warrior,DARK,2100.0,600.0,
Goblin Black Ops,Effect Monster,4.0,Beast-Warrior,DARK,1300.0,0.0,
Secret Sanctuary of the Spellcasters,Spell Card,,Continuous,,,,
Spacegate,Trap Card,,Continuous,,,,
Machine Assembly Line,Spell Card,,Continuous,,,,
Phantom Knights' Fog Blade,Trap Card,,Continuous,,,,
Yosen Training Grounds,Spell Card,,Continuous,,,,
Raigeki Bottle,Trap Card,,Continuous,,,,
SPYRAL MISSION - Assault,Spell Card,,Continuous,,,,
Xyz Change Tactics,Spell Card,,Continuous,,,,
Court of Justice,Spell Card,,Continuous,,,,
Stronghold the Moving Fortress,Trap Card,,Continuous,,,,
Gateway of the Six,Spell Card,,Continuous,,,,
Ninjitsu Art of Shadow Sealing,Trap Card,,Continuous,,,,
Moon Dance Ritual,Trap Card,,Continuous,,,,
Lose 1 Turn,Trap Card,,Continuous,,,,
Five Brothers Explosion,Trap Card,,Continuous,,,,
Kickfire,Trap Card,,Continuous,,,,
Evo-Price,Spell Card,,Continuous,,,,
Life Absorbing Machine,Trap Card,,Continuous,,,,
Burning Land,Spell Card,,Continuous,,,,
Fortissimo,Spell Card,,Continuous,,,,
Dark Contract with the Swamp King,Spell Card,,Continuous,,,,
Token Stampede,Trap Card,,Continuous,,,,
Spellbinding Circle,Trap Card,,Continuous,,,,
Unending Nightmare,Trap Card,,Continuous,,,,
Two-Man Cell Battle,Spell Card,,Continuous,,,,
Castle of Dragon Souls,Trap Card,,Continuous,,,,
Spiders' Lair,Spell Card,,Continuous,,,,
Royal Prison,Trap Card,,Continuous,,,,
Sinister Yorishiro,Trap Card,,Continuous,,,,
Call of the Haunted,Trap Card,,Continuous,,,,
Six Samurai United,Spell Card,,Continuous,,,,
Fraud Freeze,Trap Card,,Continuous,,,,
Rare Metalmorph,Trap Card,,Continuous,,,,
Metal Reflect Slime,Trap Card,,Continuous,,,,
Chronomaly Pyramid Eye Tablet,Spell Card,,Continuous,,,,
Wind-Up Factory,Spell Card,,Continuous,,,,
Jewels of the Valiant,Spell Card,,Continuous,,,,
SPYRAL MISSION - Rescue,Trap Card,,Continuous,,,,
Release from Stone,Trap Card,,Continuous,,,,
Kozmourning,Trap Card,,Continuous,,,,
Cyber Network,Trap Card,,Continuous,,,,
Corridor of Agony,Spell Card,,Continuous,,,,
Battle-Scarred,Trap Card,,Continuous,,,,
Phantom Knights' Spear,Spell Card,,Continuous,,,,
Legacy of the Duelist,Spell Card,,Continuous,,,,
Shattered Axe,Trap Card,,Continuous,,,,
Card Shuffle,Spell Card,,Continuous,,,,
Cybernetic Hidden Technology,Trap Card,,Continuous,,,,
Swift Samurai Storm!,Trap Card,,Continuous,,,,
Non-Fusion Area,Trap Card,,Continuous,,,,
Talisman of Spell Sealing,Trap Card,,Continuous,,,,
Spring of Rebirth,Spell Card,,Continuous,,,,
Unpossessed,Trap Card,,Continuous,,,,
Swords of Concealing Light,Spell Card,,Continuous,,,,
Ritual Cage,Spell Card,,Continuous,,,,
Void Launch,Trap Card,,Continuous,,,,
Enervating Mist,Trap Card,,Continuous,,,,
The Door of Destiny,Trap Card,,Continuous,,,,
Goblin Circus,Spell Card,,Continuous,,,,
Attack of the Cornered Rat,Trap Card,,Continuous,,,,
Ivy Shackles,Trap Card,,Continuous,,,,
"Begone, Knave!",Trap Card,,Continuous,,,,
Re-qliate,Trap Card,,Continuous,,,,
Soul Demolition,Trap Card,,Continuous,,,,
Spatial Collapse,Trap Card,,Continuous,,,,
Seal of Wickedness,Trap Card,,Continuous,,,,
Mask of Dispel,Spell Card,,Continuous,,,,
Spirit Converter,Spell Card,,Continuous,,,,
Advance Zone,Spell Card,,Continuous,,,,
Xing Zhen Hu,Trap Card,,Continuous,,,,
Dimension Sphinx,Trap Card,,Continuous,,,,
Krystal Avatar,Trap Card,,Continuous,,,,
Supply Squad,Spell Card,,Continuous,,,,
Type Zero Magic Crusher,Trap Card,,Continuous,,,,
Scrubbed Raid,Trap Card,,Continuous,,,,
Chain Energy,Spell Card,,Continuous,,,,
Ninjitsu Art Notebook,Spell Card,,Continuous,,,,
Dimension Mirage,Trap Card,,Continuous,,,,
Tri-Blaze Accelerator,Spell Card,,Continuous,,,,
Scrum Force,Trap Card,,Continuous,,,,
Ultimate Offering,Trap Card,,Continuous,,,,
Arcane Barrier,Spell Card,,Continuous,,,,
Escalation of the Monarchs,Trap Card,,Continuous,,,,
Spellbinding Circle,Trap Card,,Continuous,,,,
Tornado Wall,Trap Card,,Continuous,,,,
Core Blast,Trap Card,,Continuous,,,,
Future Fusion,Spell Card,,Continuous,,,,
Dinomist Charge,Spell Card,,Continuous,,,,
Galaxy Wave,Spell Card,,Continuous,,,,
Destructive Draw,Trap Card,,Continuous,,,,
Talisman of Trap Sealing,Spell Card,,Continuous,,,,
Natural Disaster,Trap Card,,Continuous,,,,
Hysteric Sign,Spell Card,,Continuous,,,,
Power Filter,Spell Card,,Continuous,,,,
March of the Monarchs,Spell Card,,Continuous,,,,
Non-Spellcasting Area,Spell Card,,Continuous,,,,
Dangerous Machine Type-6,Spell Card,,Continuous,,,,
Tyrant's Tirade,Trap Card,,Continuous,,,,
Poison Fangs,Spell Card,,Continuous,,,,
Dried Winds,Trap Card,,Continuous,,,,
Bottomless Shifting Sand,Trap Card,,Continuous,,,,
Serpent Suppression,Trap Card,,Continuous,,,,
Pole Position,Trap Card,,Continuous,,,,
Wall of Revealing Light,Trap Card,,Continuous,,,,
Dracocension,Spell Card,,Continuous,,,,
Hazy Pillar,Spell Card,,Continuous,,,,
Echo Oscillation,Trap Card,,Continuous,,,,
Spell Chronicle,Spell Card,,Continuous,,,,
Insect Neglect,Spell Card,,Continuous,,,,
D - Formation,Spell Card,,Continuous,,,,
Wicked Rebirth,Trap Card,,Continuous,,,,
Summon Limit,Trap Card,,Continuous,,,,
Insect Barrier,Spell Card,,Continuous,,,,
Archfiend's Oath,Spell Card,,Continuous,,,,
Statue of Anguish Pattern,Trap Card,,Continuous,,,,
Toon World,Spell Card,,Continuous,,,,
Red Screen,Trap Card,,Continuous,,,,
Gravity Bind,Trap Card,,Continuous,,,,
Fossil Excavation,Trap Card,,Continuous,,,,
Ghostrick Night,Trap Card,,Continuous,,,,
Chain Ignition,Trap Card,,Continuous,,,,
Common Soul,Spell Card,,Continuous,,,,
Soul Drain,Trap Card,,Continuous,,,,
Toon World,Spell Card,,Continuous,,,,
Guarded Treasure,Spell Card,,Continuous,,,,
DNA Surgery,Trap Card,,Continuous,,,,
Light of Destruction,Trap Card,,Continuous,,,,
Synthetic Seraphim,Trap Card,,Continuous,,,,
Jam Defender,Trap Card,,Continuous,,,,
Gravekeeper's Servant,Spell Card,,Continuous,,,,
Fairy Box,Trap Card,,Continuous,,,,
Mass Hypnosis,Trap Card,,Continuous,,,,
Jam Breeding Machine,Spell Card,,Continuous,,,,
Ultimate Offering,Trap Card,,Continuous,,,,
Stygian Dirge,Trap Card,,Continuous,,,,
Scrap Lube,Spell Card,,Continuous,,,,
Copy Knight,Trap Card,,Continuous,,,,
Solemn Authority,Trap Card,,Continuous,,,,
Lightsworn Barrier,Trap Card,,Continuous,,,,
Dragon's Bind,Trap Card,,Continuous,,,,
Backfire,Trap Card,,Continuous,,,,
Mirror Wall,Trap Card,,Continuous,,,,
Forced Requisition,Trap Card,,Continuous,,,,
Inspection,Spell Card,,Continuous,,,,
Frightfur Sanctuary,Spell Card,,Continuous,,,,
Amazoness Willpower,Trap Card,,Continuous,,,,
Morphtronic Monitron,Trap Card,,Continuous,,,,
Berserking,Trap Card,,Continuous,,,,
Ninjitsu Art of Transformation,Trap Card,,Continuous,,,,
D.D. Borderline,Spell Card,,Continuous,,,,
Dark Contract with the Yamimakai,Spell Card,,Continuous,,,,
Zoodiac Barrage,Spell Card,,Continuous,,,,
Attraffic Control,Spell Card,,Continuous,,,,
Frontline Base,Spell Card,,Continuous,,,,
Dark Contract with the Gate,Spell Card,,Continuous,,,,
Discord,Trap Card,,Continuous,,,,
Pixie Ring,Trap Card,,Continuous,,,,
Sanguine Swamp,Trap Card,,Continuous,,,,
Monster Rebone,Trap Card,,Continuous,,,,
Kishido Spirit,Spell Card,,Continuous,,,,
Aegis of Gaia,Trap Card,,Continuous,,,,
Synchronized Realm,Spell Card,,Continuous,,,,
Dark Magical Circle,Spell Card,,Continuous,,,,
Crystal Tree,Spell Card,,Continuous,,,,
Shien's Dojo,Spell Card,,Continuous,,,,
Ancient Gear Reborn,Trap Card,,Continuous,,,,
And the Band Played On,Trap Card,,Continuous,,,,
Amorphage Lysis,Trap Card,,Continuous,,,,
Madolche Ticket,Spell Card,,Continuous,,,,
King Scarlet,Trap Card,,Continuous,,,,
Senri Eye,Spell Card,,Continuous,,,,
Abyss-sphere,Trap Card,,Continuous,,,,
Chain Burst,Trap Card,,Continuous,,,,
Finite Cards,Spell Card,,Continuous,,,,
Mystical Cards of Light,Spell Card,,Continuous,,,,
Dark Snake Syndrome,Spell Card,,Continuous,,,,
Tyrant's Tummyache,Trap Card,,Continuous,,,,
Sea Lord's Amulet,Spell Card,,Continuous,,,,
Fire Formation - Tensen,Trap Card,,Continuous,,,,
Follow Wing,Trap Card,,Continuous,,,,
Tour of Doom,Trap Card,,Continuous,,,,
Dizzying Winds of Yosen Village,Trap Card,,Continuous,,,,
Different Dimension Deepsea Trench,Spell Card,,Continuous,,,,
Void Purification,Trap Card,,Continuous,,,,
Glorious Illusion,Trap Card,,Continuous,,,,
Phantom Knights' Sword,Trap Card,,Continuous,,,,
Toon Defense,Trap Card,,Continuous,,,,
Yang Zing Prana,Spell Card,,Continuous,,,,
Cocoon Rebirth,Spell Card,,Continuous,,,,
Frightfur Factory,Spell Card,,Continuous,,,,
Hazy Glory,Trap Card,,Continuous,,,,
Burden of the Mighty,Spell Card,,Continuous,,,,
Portable Battery Pack,Trap Card,,Continuous,,,,
Imperial Order,Trap Card,,Continuous,,,,
Summoning Curse,Spell Card,,Continuous,,,,
Dark World Grimoire,Spell Card,,Continuous,,,,
Forgotten Temple of the Deep,Trap Card,,Continuous,,,,
Metamorphortress,Trap Card,,Continuous,,,,
Dimension Gate,Trap Card,,Continuous,,,,
Samsara,Spell Card,,Continuous,,,,
Damage = Reptile,Trap Card,,Continuous,,,,
Messenger of Peace,Spell Card,,Continuous,,,,
Return of the Monarchs,Spell Card,,Continuous,,,,
