model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize,catergory_mileage,catergory_year,catergory_tax
I20,2017.0,8298.0,Manual,18047.0,Petrol,30.0,55.4,1.2,10000>20000,2015>2020,<100
Tucson,2017.0,13498.0,Manual,35003.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
Tucson,2019.0,15498.0,Manual,11757.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
I40,2016.0,9698.0,Manual,38259.0,Diesel,30.0,65.7,1.7,30000>40000,2015>2020,<100
Tucson,2017.0,12998.0,Manual,40262.0,Diesel,145.0,61.7,1.7,40000>50000,2015>2020,100>150
Ioniq,2018.0,17298.0,Automatic,19348.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
Tucson,2017.0,12398.0,Manual,12239.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
Tucson,2016.0,13998.0,Semi-Auto,30551.0,Diesel,125.0,57.6,1.7,30000>40000,2015>2020,100>150
I30,2015.0,6498.0,Manual,40237.0,Diesel,0.0,78.4,1.6,40000>50000,2010>2015,<100
Tucson,2019.0,15498.0,Manual,11915.0,Petrol,150.0,34.9,1.6,10000>20000,2015>2020,100>150
I10,2017.0,6498.0,Manual,37254.0,Petrol,20.0,60.1,1.0,30000>40000,2015>2020,<100
Tucson,2016.0,14698.0,Manual,13254.0,Diesel,145.0,54.3,2.0,10000>20000,2015>2020,100>150
IX20,2016.0,7998.0,Manual,20760.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
Tucson,2017.0,15698.0,Semi-Auto,7015.0,Diesel,145.0,57.6,1.7,0<10000,2015>2020,100>150
Tucson,2018.0,12698.0,Manual,14183.0,Petrol,145.0,44.8,1.6,10000>20000,2015>2020,100>150
Tucson,2015.0,10298.0,Manual,69085.0,Diesel,30.0,61.7,1.7,>60000,2010>2015,<100
I40,2014.0,7498.0,Manual,51515.0,Diesel,30.0,62.8,1.7,50000>60000,2010>2015,<100
Tucson,2016.0,12498.0,Manual,15959.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
Kona,2019.0,14298.0,Manual,10757.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Kona,2019.0,14298.0,Manual,9829.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I800,2018.0,15998.0,Manual,37324.0,Diesel,145.0,28.0,2.5,30000>40000,2015>2020,100>150
I30,2018.0,11298.0,Manual,14655.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
I30,2018.0,8998.0,Manual,20596.0,Petrol,145.0,57.7,1.0,20000>30000,2015>2020,100>150
I30,2018.0,11998.0,Manual,12486.0,Diesel,145.0,74.3,1.6,10000>20000,2015>2020,100>150
I20,2014.0,4998.0,Manual,43444.0,Petrol,30.0,57.6,1.2,40000>50000,2010>2015,<100
Tucson,2017.0,14498.0,Manual,37587.0,Diesel,145.0,54.3,2.0,30000>40000,2015>2020,100>150
Tucson,2017.0,13998.0,Manual,23643.0,Diesel,145.0,61.7,1.7,20000>30000,2015>2020,100>150
Tucson,2017.0,14998.0,Semi-Auto,13094.0,Diesel,125.0,57.6,1.7,10000>20000,2015>2020,100>150
Tucson,2018.0,15500.0,Manual,4411.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
Kona,2019.0,15498.0,Manual,10.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
IX35,2013.0,6998.0,Manual,80465.0,Diesel,145.0,53.3,1.7,>60000,2010>2015,100>150
Tucson,2019.0,15498.0,Manual,17948.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Kona,2019.0,15498.0,Manual,10.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I30,2019.0,14998.0,Manual,3292.0,Petrol,145.0,41.5,1.4,0<10000,2015>2020,100>150
Tucson,2016.0,11698.0,Manual,29051.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
I30,2013.0,5998.0,Manual,59039.0,Diesel,0.0,74.3,1.6,50000>60000,2010>2015,<100
I10,2016.0,5998.0,Manual,20851.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
I20,2015.0,7298.0,Manual,35921.0,Petrol,30.0,55.4,1.2,30000>40000,2010>2015,<100
I30,2017.0,9698.0,Manual,43717.0,Diesel,20.0,72.4,1.6,40000>50000,2015>2020,<100
I30,2018.0,10998.0,Manual,14927.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
I40,2016.0,9698.0,Manual,40134.0,Diesel,30.0,65.7,1.7,40000>50000,2015>2020,<100
Kona,2019.0,15498.0,Manual,10.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Kona,2018.0,13498.0,Manual,12884.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Kona,2018.0,13698.0,Manual,9616.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2017.0,6698.0,Manual,19419.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
Kona,2019.0,15298.0,Manual,879.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
IX20,2017.0,9998.0,Manual,9604.0,Petrol,145.0,50.4,1.4,0<10000,2015>2020,100>150
I10,2014.0,5500.0,Manual,17904.0,Petrol,20.0,60.1,1.0,10000>20000,2010>2015,<100
Tucson,2016.0,11400.0,Manual,24400.0,Petrol,160.0,44.8,1.6,20000>30000,2015>2020,150>200
IX20,2017.0,8998.0,Manual,22861.0,Petrol,145.0,50.4,1.4,20000>30000,2015>2020,100>150
SantaFe,2015.0,14498.0,Manual,25770.0,Diesel,200.0,46.3,2.2,20000>30000,2010>2015,150>200
I20,2017.0,7798.0,Manual,14814.0,Petrol,150.0,55.4,1.2,10000>20000,2015>2020,100>150
Kona,2019.0,13998.0,Manual,4396.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2017.0,6498.0,Manual,26222.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
Tucson,2015.0,11998.0,Manual,27256.0,Diesel,30.0,61.7,1.7,20000>30000,2010>2015,<100
I30,2016.0,8498.0,Manual,20251.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
IX20,2016.0,7998.0,Manual,18562.0,Petrol,125.0,50.4,1.4,10000>20000,2015>2020,100>150
Tucson,2017.0,13998.0,Manual,19372.0,Diesel,150.0,61.7,1.7,10000>20000,2015>2020,100>150
I10,2017.0,6498.0,Manual,23455.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
Tucson,2019.0,23998.0,Manual,6491.0,Hybrid,145.0,47.9,1.6,0<10000,2015>2020,100>150
Kona,2018.0,12998.0,Manual,11458.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
I20,2017.0,7998.0,Manual,35934.0,Petrol,145.0,58.9,1.2,30000>40000,2015>2020,100>150
I800,2018.0,15498.0,Automatic,34889.0,Diesel,145.0,28.0,2.5,30000>40000,2015>2020,100>150
I800,2018.0,15498.0,Manual,37485.0,Diesel,145.0,28.0,2.5,30000>40000,2015>2020,100>150
I30,2016.0,8998.0,Manual,32025.0,Diesel,0.0,78.4,1.6,30000>40000,2015>2020,<100
Tucson,2018.0,14498.0,Manual,23513.0,Petrol,145.0,34.9,1.6,20000>30000,2015>2020,100>150
Tucson,2017.0,12998.0,Manual,33461.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I30,2018.0,9498.0,Manual,11462.0,Petrol,145.0,57.7,1.0,10000>20000,2015>2020,100>150
I30,2018.0,9298.0,Manual,16259.0,Petrol,145.0,57.7,1.0,10000>20000,2015>2020,100>150
I30,2019.0,14998.0,Manual,3241.0,Petrol,145.0,41.5,1.4,0<10000,2015>2020,100>150
I800,2019.0,20998.0,Manual,2573.0,Diesel,145.0,31.7,2.5,0<10000,2015>2020,100>150
I800,2019.0,17998.0,Manual,17972.0,Diesel,145.0,28.0,2.5,10000>20000,2015>2020,100>150
Tucson,2018.0,15298.0,Manual,14429.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
I10,2017.0,6498.0,Manual,37864.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
I20,2019.0,12498.0,Manual,1023.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
I10,2017.0,6498.0,Manual,21070.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
Kona,2018.0,12498.0,Manual,23001.0,Petrol,145.0,52.3,1.0,20000>30000,2015>2020,100>150
Kona,2018.0,12998.0,Manual,9133.0,Petrol,145.0,52.3,1.0,0<10000,2015>2020,100>150
Ioniq,2019.0,15998.0,Automatic,16280.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
Ioniq,2019.0,16498.0,Automatic,4004.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Kona,2018.0,13998.0,Manual,11893.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
I800,2019.0,21498.0,Manual,2804.0,Diesel,145.0,28.0,2.5,0<10000,2015>2020,100>150
Kona,2018.0,13698.0,Manual,14441.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
I20,2016.0,8298.0,Manual,13643.0,Petrol,20.0,62.8,1.0,10000>20000,2015>2020,<100
I20,2017.0,9490.0,Manual,1862.0,Petrol,150.0,55.4,1.2,0<10000,2015>2020,100>150
Tucson,2016.0,11495.0,Manual,19312.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
I30,2019.0,12998.0,Manual,14121.0,Diesel,145.0,58.9,1.6,10000>20000,2015>2020,100>150
I30,2018.0,11298.0,Manual,11150.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
I30,2018.0,11998.0,Manual,8337.0,Diesel,145.0,74.3,1.6,0<10000,2015>2020,100>150
Tucson,2016.0,14995.0,Manual,25044.0,Diesel,125.0,58.9,2.0,20000>30000,2015>2020,100>150
SantaFe,2016.0,16498.0,Manual,44905.0,Diesel,200.0,47.1,2.2,40000>50000,2015>2020,150>200
Tucson,2018.0,17998.0,Manual,7874.0,Diesel,145.0,48.7,1.6,0<10000,2015>2020,100>150
I10,2018.0,6998.0,Manual,24152.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
SantaFe,2013.0,11498.0,Semi-Auto,59701.0,Diesel,265.0,41.5,2.2,50000>60000,2010>2015,>200
I20,2015.0,7798.0,Manual,23001.0,Petrol,30.0,55.4,1.2,20000>30000,2010>2015,<100
Tucson,2019.0,15998.0,Manual,11751.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
IX20,2016.0,8298.0,Manual,16407.0,Petrol,125.0,50.4,1.4,10000>20000,2015>2020,100>150
Tucson,2016.0,11998.0,Manual,36512.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I10,2017.0,6998.0,Manual,21962.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
Tucson,2016.0,13298.0,Manual,23257.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
I30,2019.0,14998.0,Manual,3398.0,Petrol,145.0,41.5,1.4,0<10000,2015>2020,100>150
Kona,2018.0,13498.0,Manual,6922.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I30,2015.0,7998.0,Manual,25399.0,Petrol,145.0,47.1,1.4,20000>30000,2010>2015,100>150
I20,2016.0,7398.0,Manual,19230.0,Petrol,30.0,55.4,1.2,10000>20000,2015>2020,<100
Kona,2019.0,13998.0,Manual,8777.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2018.0,14498.0,Manual,37305.0,Petrol,145.0,34.9,1.6,30000>40000,2015>2020,100>150
Kona,2018.0,14298.0,Manual,8795.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Ioniq,2018.0,17298.0,Automatic,13884.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
Ioniq,2018.0,17298.0,Automatic,6443.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I10,2017.0,7998.0,Manual,25878.0,Petrol,145.0,57.7,1.2,20000>30000,2015>2020,100>150
Tucson,2017.0,15498.0,Manual,26826.0,Diesel,30.0,61.4,1.7,20000>30000,2015>2020,<100
Tucson,2019.0,15498.0,Manual,17325.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
I30,2015.0,6698.0,Manual,64365.0,Diesel,0.0,78.4,1.6,>60000,2010>2015,<100
Tucson,2019.0,15498.0,Manual,17865.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
I800,2018.0,15998.0,Manual,38520.0,Diesel,145.0,28.0,2.5,30000>40000,2015>2020,100>150
Tucson,2016.0,11498.0,Manual,63104.0,Diesel,30.0,61.7,1.7,>60000,2015>2020,<100
Tucson,2016.0,12498.0,Manual,31054.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
SantaFe,2013.0,12498.0,Automatic,38602.0,Diesel,260.0,41.5,2.2,30000>40000,2010>2015,>200
I30,2016.0,7998.0,Manual,50167.0,Diesel,0.0,78.4,1.6,50000>60000,2015>2020,<100
I800,2018.0,15498.0,Manual,36164.0,Diesel,145.0,28.0,2.5,30000>40000,2015>2020,100>150
I800,2018.0,15498.0,Manual,36759.0,Diesel,145.0,28.0,2.5,30000>40000,2015>2020,100>150
I20,2017.0,7998.0,Manual,21451.0,Petrol,145.0,55.4,1.2,20000>30000,2015>2020,100>150
I30,2018.0,10998.0,Manual,14147.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
I30,2018.0,11498.0,Manual,11901.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
I30,2018.0,12498.0,Manual,4758.0,Diesel,145.0,74.3,1.6,0<10000,2015>2020,100>150
Tucson,2018.0,16498.0,Manual,18.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I30,2018.0,9498.0,Manual,11852.0,Petrol,145.0,57.7,1.0,10000>20000,2015>2020,100>150
I30,2015.0,6844.0,Manual,45640.0,Petrol,145.0,47.1,1.4,40000>50000,2010>2015,100>150
SantaFe,2014.0,11830.0,Manual,50425.0,Diesel,200.0,46.3,2.2,50000>60000,2010>2015,150>200
Tucson,2019.0,15998.0,Manual,9488.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
Kona,2018.0,13698.0,Manual,11118.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Kona,2018.0,13698.0,Manual,11139.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Tucson,2016.0,11798.0,Manual,48233.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
I30,2018.0,11298.0,Manual,17402.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
I30,2016.0,9498.0,Manual,24109.0,Petrol,145.0,48.7,1.4,20000>30000,2015>2020,100>150
I30,2018.0,9998.0,Manual,12130.0,Petrol,145.0,57.7,1.0,10000>20000,2015>2020,100>150
I30,2018.0,11498.0,Manual,11122.0,Diesel,145.0,74.3,1.6,10000>20000,2015>2020,100>150
I30,2018.0,11498.0,Manual,14875.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,14461.0,Petrol,150.0,34.9,1.6,10000>20000,2015>2020,100>150
I10,2017.0,7998.0,Manual,5733.0,Petrol,20.0,60.1,1.0,0<10000,2015>2020,<100
Tucson,2017.0,14298.0,Manual,45726.0,Diesel,150.0,61.7,1.7,40000>50000,2015>2020,100>150
I30,2016.0,7998.0,Manual,41429.0,Diesel,0.0,78.4,1.6,40000>50000,2015>2020,<100
Tucson,2017.0,13998.0,Manual,15908.0,Diesel,145.0,61.7,1.7,10000>20000,2015>2020,100>150
I30,2013.0,5995.0,Manual,42786.0,Petrol,145.0,47.1,1.4,40000>50000,2010>2015,100>150
I40,2015.0,8854.0,Manual,53730.0,Diesel,30.0,65.7,1.7,50000>60000,2010>2015,<100
IX35,2013.0,5998.0,Manual,78189.0,Diesel,145.0,48.7,1.7,>60000,2010>2015,100>150
IX20,2016.0,7998.0,Manual,30565.0,Petrol,125.0,50.4,1.4,30000>40000,2015>2020,100>150
IX35,2013.0,5698.0,Manual,91001.0,Diesel,150.0,48.7,1.7,>60000,2010>2015,100>150
Tucson,2016.0,11698.0,Manual,24636.0,Petrol,165.0,44.8,1.6,20000>30000,2015>2020,150>200
Tucson,2016.0,12698.0,Manual,35870.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I20,2018.0,9494.0,Manual,11010.0,Petrol,145.0,58.9,1.2,10000>20000,2015>2020,100>150
Tucson,2017.0,10995.0,Manual,62382.0,Diesel,30.0,61.7,1.7,>60000,2015>2020,<100
I10,2018.0,10498.0,Semi-Auto,4826.0,Petrol,145.0,47.9,1.2,0<10000,2015>2020,100>150
Kona,2018.0,12998.0,Manual,19001.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
Kona,2018.0,13998.0,Manual,18911.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
Kona,2018.0,12998.0,Manual,13655.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
IX20,2015.0,7498.0,Manual,34123.0,Petrol,125.0,50.4,1.4,30000>40000,2010>2015,100>150
I10,2016.0,7495.0,Manual,20746.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
Kona,2019.0,15298.0,Manual,3752.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2016.0,13498.0,Manual,26677.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
Tucson,2016.0,10998.0,Manual,44268.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
I40,2016.0,10498.0,Manual,26775.0,Diesel,30.0,65.7,1.7,20000>30000,2015>2020,<100
Tucson,2016.0,11998.0,Manual,41350.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
I40,2017.0,10498.0,Manual,33763.0,Diesel,145.0,65.7,1.7,30000>40000,2015>2020,100>150
Tucson,2016.0,11498.0,Manual,42404.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
Tucson,2016.0,11900.0,Manual,37692.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I20,2017.0,7998.0,Manual,19583.0,Petrol,30.0,55.4,1.2,10000>20000,2015>2020,<100
IX35,2015.0,8298.0,Manual,64925.0,Diesel,165.0,51.4,2.0,>60000,2010>2015,150>200
I30,2013.0,5998.0,Manual,62227.0,Petrol,165.0,46.0,1.4,>60000,2010>2015,150>200
I20,2013.0,6998.0,Automatic,26550.0,Petrol,145.0,47.1,1.4,20000>30000,2010>2015,100>150
I30,2016.0,6998.0,Manual,73053.0,Petrol,125.0,50.4,1.4,>60000,2015>2020,100>150
I30,2017.0,9998.0,Manual,13692.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,15196.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,13684.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2017.0,13698.0,Manual,6741.0,Petrol,150.0,44.8,1.6,0<10000,2015>2020,100>150
Tucson,2018.0,15498.0,Manual,9653.0,Petrol,150.0,34.9,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,14298.0,Semi-Auto,25630.0,Diesel,125.0,57.6,1.7,20000>30000,2015>2020,100>150
I30,2015.0,8498.0,Manual,20662.0,Petrol,145.0,48.7,1.4,20000>30000,2010>2015,100>150
I10,2017.0,6498.0,Manual,31696.0,Petrol,20.0,60.1,1.0,30000>40000,2015>2020,<100
Tucson,2017.0,13998.0,Manual,13490.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
IX35,2013.0,6498.0,Manual,56726.0,Diesel,150.0,48.7,1.7,50000>60000,2010>2015,100>150
Tucson,2018.0,13298.0,Manual,15474.0,Diesel,145.0,61.7,1.7,10000>20000,2015>2020,100>150
Tucson,2016.0,9998.0,Manual,89895.0,Diesel,30.0,61.7,1.7,>60000,2015>2020,<100
I20,2016.0,7498.0,Manual,15701.0,Petrol,30.0,55.4,1.2,10000>20000,2015>2020,<100
Tucson,2017.0,15998.0,Manual,14412.0,Diesel,150.0,61.4,1.7,10000>20000,2015>2020,100>150
Ioniq,2018.0,15998.0,Automatic,17598.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
I30,2015.0,7198.0,Manual,48949.0,Diesel,0.0,78.4,1.6,40000>50000,2010>2015,<100
Tucson,2016.0,16498.0,Automatic,28723.0,Diesel,200.0,47.1,2.0,20000>30000,2015>2020,150>200
I10,2017.0,7798.0,Manual,9859.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Tucson,2018.0,17998.0,Semi-Auto,16522.0,Diesel,145.0,47.1,1.6,10000>20000,2015>2020,100>150
I30,2015.0,7998.0,Manual,21575.0,Diesel,20.0,72.4,1.6,20000>30000,2010>2015,<100
I30,2018.0,11498.0,Manual,16174.0,Diesel,145.0,74.3,1.6,10000>20000,2015>2020,100>150
I30,2016.0,8798.0,Manual,30266.0,Diesel,0.0,78.4,1.6,30000>40000,2015>2020,<100
I10,2017.0,8298.0,Manual,15553.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,17338.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
SantaFe,2019.0,32998.0,Semi-Auto,1001.0,Diesel,145.0,39.8,2.2,0<10000,2015>2020,100>150
Tucson,2017.0,12998.0,Manual,24263.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
I30,2019.0,13498.0,Manual,5449.0,Petrol,150.0,45.6,1.0,0<10000,2015>2020,100>150
IX20,2016.0,8498.0,Manual,25018.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
I30,2015.0,7498.0,Manual,38884.0,Petrol,150.0,48.7,1.4,30000>40000,2010>2015,100>150
I30,2018.0,11998.0,Manual,13901.0,Diesel,145.0,74.3,1.6,10000>20000,2015>2020,100>150
IX20,2017.0,9798.0,Manual,8303.0,Petrol,125.0,50.4,1.4,0<10000,2015>2020,100>150
Kona,2018.0,13698.0,Manual,3353.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
IX35,2014.0,8498.0,Manual,43978.0,Diesel,145.0,53.3,1.7,40000>50000,2010>2015,100>150
Tucson,2019.0,15498.0,Manual,12818.0,Petrol,150.0,34.9,1.6,10000>20000,2015>2020,100>150
I30,2016.0,7998.0,Manual,29465.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
Tucson,2017.0,12998.0,Manual,6318.0,Petrol,160.0,44.8,1.6,0<10000,2015>2020,150>200
Tucson,2017.0,13498.0,Manual,22714.0,Diesel,145.0,61.7,1.7,20000>30000,2015>2020,100>150
I30,2015.0,7298.0,Manual,50221.0,Diesel,0.0,78.4,1.6,50000>60000,2010>2015,<100
I10,2018.0,7298.0,Manual,3895.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,13177.0,Petrol,150.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,11686.0,Petrol,150.0,34.9,1.6,10000>20000,2015>2020,100>150
I30,2016.0,9498.0,Manual,18361.0,Diesel,0.0,78.4,1.6,10000>20000,2015>2020,<100
Tucson,2019.0,15498.0,Manual,15861.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,17431.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Kona,2018.0,13998.0,Manual,8980.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2016.0,11298.0,Manual,31237.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
Tucson,2017.0,13998.0,Manual,17820.0,Diesel,145.0,61.7,1.7,10000>20000,2015>2020,100>150
IX20,2016.0,8298.0,Manual,8423.0,Petrol,125.0,50.4,1.4,0<10000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,15091.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,11896.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2016.0,12498.0,Manual,30164.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
Tucson,2016.0,12798.0,Manual,35696.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I30,2016.0,10998.0,Manual,28390.0,Petrol,235.0,38.7,1.6,20000>30000,2015>2020,>200
Ioniq,2018.0,16998.0,Automatic,11776.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
Tucson,2016.0,13498.0,Manual,12663.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
Tucson,2017.0,16998.0,Semi-Auto,23941.0,Diesel,125.0,57.6,1.7,20000>30000,2015>2020,100>150
I30,2016.0,8698.0,Manual,28022.0,Diesel,0.0,78.4,1.6,20000>30000,2015>2020,<100
Tucson,2017.0,11160.0,Manual,22068.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
Tucson,2017.0,14480.0,Semi-Auto,24144.0,Diesel,125.0,57.6,1.7,20000>30000,2015>2020,100>150
Tucson,2016.0,12998.0,Manual,23793.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
IX20,2015.0,6498.0,Manual,27027.0,Petrol,125.0,50.4,1.4,20000>30000,2010>2015,100>150
Tucson,2017.0,13998.0,Manual,14920.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
I40,2014.0,8998.0,Manual,38589.0,Diesel,30.0,62.8,1.7,30000>40000,2010>2015,<100
Ioniq,2019.0,22998.0,Automatic,2031.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,15998.0,Semi-Auto,15935.0,Diesel,125.0,57.6,1.7,10000>20000,2015>2020,100>150
Kona,2018.0,16998.0,Manual,4829.0,Petrol,150.0,44.1,1.0,0<10000,2015>2020,100>150
I30,2015.0,7698.0,Manual,35259.0,Diesel,0.0,78.4,1.6,30000>40000,2010>2015,<100
Tucson,2017.0,13498.0,Manual,45005.0,Diesel,145.0,61.7,1.7,40000>50000,2015>2020,100>150
Tucson,2016.0,11798.0,Manual,40540.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
Tucson,2016.0,10698.0,Manual,59776.0,Diesel,30.0,61.7,1.7,50000>60000,2015>2020,<100
Tucson,2016.0,11998.0,Manual,51963.0,Diesel,30.0,61.7,1.7,50000>60000,2015>2020,<100
Tucson,2017.0,13498.0,Manual,31927.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I30,2016.0,9298.0,Manual,5156.0,Petrol,145.0,48.7,1.4,0<10000,2015>2020,100>150
SantaFe,2019.0,33998.0,Semi-Auto,3122.0,Diesel,145.0,39.8,2.2,0<10000,2015>2020,100>150
Tucson,2016.0,11698.0,Manual,34747.0,Petrol,160.0,44.8,1.6,30000>40000,2015>2020,150>200
Kona,2019.0,15498.0,Manual,15.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
IX20,2016.0,7998.0,Manual,28933.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
Tucson,2017.0,14498.0,Manual,15455.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
Tucson,2019.0,21498.0,Manual,1550.0,Hybrid,145.0,51.4,1.6,0<10000,2015>2020,100>150
