type,title,director,country,date_added,release_year,rating,duration,listed_in,latitude,longitude
Movie,House Party,Reginald Hudlin,United States,9/1/2021,1990,R,104 min,"Comedies, Cult Movies",37.0902,-95.7129
Movie,House Party 2,"George Jackson, Doug McHenry",United States,9/1/2021,1991,R,94 min,"Comedies, Cult Movies, Music & Musicals",37.0902,-95.7129
Movie,House Party 3,Eric Meza,United States,9/1/2021,1994,R,94 min,"Comedies, Music & Musicals",37.0902,-95.7129
Movie,Ginny & Georgia - The Afterparty,Not Given,Pakistan,2/26/2021,2021,TV-MA,35 min,"Comedies, Dramas",30.3753,69.3451
Movie,I Got the Hook Up,Michael Martin,United States,9/1/2021,1998,R,93 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,In Too Deep,Michael Rymer,United States,9/1/2021,1999,R,97 min,Thrillers,37.0902,-95.7129
Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",China,9/1/2021,2005,TV-14,109 min,"Action & Adventure, International Movies",35.8617,104.1954
TV Show,The Last Bastion,Not Given,Pakistan,2/25/2021,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",30.3753,69.3451
TV Show,Thus Spoke Kishibe Rohan,Not Given,Pakistan,2/18/2021,2021,TV-MA,1 Season,"Anime Series, International TV Shows",30.3753,69.3451
TV Show,Korean Pork Belly Rhapsody,Not Given,Pakistan,1/4/2021,2020,TV-G,1 Season,"Docuseries, International TV Shows",30.3753,69.3451
Movie,Labyrinth,Jim Henson,United Kingdom,9/1/2021,1986,PG,101 min,"Action & Adventure, Children & Family Movies, Cult Movies",51.5099,-0.118
Movie,Letters to Juliet,Gary Winick,United States,9/1/2021,2010,PG,105 min,"Comedies, Dramas, Romantic Movies",37.0902,-95.7129
Movie,Level 16,Danishka Esterhazy,Canada,9/1/2021,2018,TV-14,102 min,"Sci-Fi & Fantasy, Thrillers",56.1304,-106.3468
Movie,Love Don't Cost a Thing,Troy Byer,United States,9/1/2021,2003,PG-13,101 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,9/1/2021,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",22.3333,114.1737
TV Show,Running Man,Not Given,Pakistan,1/1/2021,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",30.3753,69.3451
Movie,Mars Attacks!,Tim Burton,United States,9/1/2021,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Marshall,Reginald Hudlin,United States,9/1/2021,2017,PG-13,118 min,Dramas,37.0902,-95.7129
Movie,My Boss's Daughter,David Zucker,United States,9/1/2021,2003,R,86 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Mystery Men,Kinka Usher,United States,9/1/2021,1999,PG-13,121 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,Best of Stand-Up 2020,Not Given,Pakistan,12/31/2020,2020,TV-MA,77 min,Stand-Up Comedy,30.3753,69.3451
Movie,Once Upon a Time in America,Sergio Leone,Italy,9/1/2021,1984,R,229 min,"Classic Movies, Dramas",43.1117,12.2706
Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",United States,9/1/2021,2008,PG,76 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,9/1/2021,2001,PG,95 min,"Action & Adventure, Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Poseidon,Wolfgang Petersen,United States,9/1/2021,2006,PG-13,98 min,"Action & Adventure, Dramas",37.0902,-95.7129
TV Show,Transformers: War for Cybertron: Earthrise,Not Given,Pakistan,12/30/2020,2020,TV-Y7,1 Season,Anime Series,30.3753,69.3451
TV Show,Manhunt: Deadly Games,Not Given,Pakistan,12/7/2020,2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",30.3753,69.3451
TV Show,The Great British Baking Show: Holidays,Not Given,Pakistan,12/4/2020,2020,TV-MA,3 Seasons,"British TV Shows, Reality TV",30.3753,69.3451
TV Show,Heart & Soul,Not Given,Pakistan,11/20/2020,2019,TV-14,1 Season,"International TV Shows, TV Dramas",30.3753,69.3451
Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Not Given,Pakistan,11/3/2020,2020,TV-PG,15 min,Documentaries,30.3753,69.3451
TV Show,Kongsuni and Friends,Not Given,Pakistan,10/30/2020,2020,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",30.3753,69.3451
TV Show,Pat a Pat Como,Not Given,Pakistan,10/3/2020,2016,TV-Y,1 Season,Kids' TV,30.3753,69.3451
TV Show,Qurious Como,Not Given,Pakistan,10/3/2020,2017,TV-Y,1 Season,Kids' TV,30.3753,69.3451
TV Show,Find Yourself,Not Given,Pakistan,1/29/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",30.3753,69.3451
TV Show,Journey of an African Colony,Not Given,Pakistan,10/1/2020,2018,TV-MA,1 Season,"Docuseries, International TV Shows",30.3753,69.3451
TV Show,Mighty Little Bheem,Not Given,Pakistan,9/25/2020,2020,TV-Y,3 Seasons,"Kids' TV, TV Comedies",30.3753,69.3451
Movie,Rhyme & Reason,Peter Spirer,United States,9/1/2021,1997,R,89 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Same Kind of Different as Me,Michael Carney,United States,9/1/2021,2017,PG-13,120 min,"Dramas, Faith & Spirituality",37.0902,-95.7129
Movie,School of Rock,Richard Linklater,United States,9/1/2021,2003,PG-13,110 min,"Comedies, Music & Musicals",37.0902,-95.7129
Movie,Snervous Tyler Oakley,Amy Rice,United States,9/1/2021,2015,PG-13,83 min,"Documentaries, LGBTQ Movies",37.0902,-95.7129
Movie,Tears of the Sun,Antoine Fuqua,United States,9/1/2021,2003,R,121 min,"Action & Adventure, Dramas",37.0902,-95.7129
Movie,The Blue Lagoon,Randal Kleiser,United States,9/1/2021,1980,R,105 min,"Dramas, Romantic Movies",37.0902,-95.7129
Movie,The Golden Child,Michael Ritchie,United States,9/1/2021,1986,PG-13,94 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,9/1/2021,1961,TV-14,156 min,"Action & Adventure, Classic Movies",51.5099,-0.118
Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,9/1/2021,2014,R,112 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,The Nutty Professor,Tom Shadyac,United States,9/1/2021,1996,PG-13,95 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,The Nutty Professor II: The Klumps,Peter Segal,United States,9/1/2021,2000,PG-13,107 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,9/1/2021,2008,PG-13,114 min,Comedies,37.0902,-95.7129
Movie,In the Line of Fire,Wolfgang Petersen,United States,8/31/2021,1993,R,129 min,"Action & Adventure, Classic Movies",37.0902,-95.7129
Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",United States,8/31/2021,2021,TV-MA,86 min,"Documentaries, Sports Movies",37.0902,-95.7129
Movie,Zulu Man in Japan,Not Given,Pakistan,9/25/2020,2019,TV-MA,44 min,"Documentaries, International Movies, Music & Musicals",30.3753,69.3451
TV Show,Fukrey Boyzzz,Not Given,Pakistan,9/19/2020,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",30.3753,69.3451
Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,8/28/2021,2008,TV-MA,97 min,"Comedies, International Movies",46.6035,1.8883
TV Show,Transformers: Cyberverse,Not Given,Pakistan,9/7/2020,2020,TV-Y7,2 Seasons,Kids' TV,30.3753,69.3451
TV Show,The Witcher: A Look Inside the Episodes,Not Given,Pakistan,9/2/2020,2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy",30.3753,69.3451
TV Show,Dérè: An African Tale,Not Given,Pakistan,8/15/2020,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.3753,69.3451
TV Show,Street Food: Latin America,Not Given,Pakistan,7/21/2020,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",30.3753,69.3451
Movie,Little Singham: Legend of Dugabakka,Not Given,Pakistan,7/15/2020,2020,TV-Y7,68 min,"Children & Family Movies, Comedies",30.3753,69.3451
Movie,Seven (Telugu),Not Given,Pakistan,6/26/2020,2019,TV-14,116 min,"Dramas, International Movies, Romantic Movies",30.3753,69.3451
Movie,Thimmarusu,Sharan Koppisetty,India,8/28/2021,2021,TV-14,125 min,"Dramas, International Movies",20.5937,78.9629
Movie,Wind River,Taylor Sheridan,United Kingdom,8/28/2021,2017,R,107 min,"Dramas, Independent Movies",51.5099,-0.118
Movie,C Kkompany,Sachin Yardi,India,8/27/2021,2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies",20.5937,78.9629
Movie,He's All That,Mark Waters,United States,8/27/2021,2021,TV-14,92 min,"Comedies, Romantic Movies",37.0902,-95.7129
TV Show,Dating Around,Not Given,Pakistan,6/12/2020,2020,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows",30.3753,69.3451
Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,8/27/2021,2008,TV-14,128 min,"Comedies, Dramas, International Movies",20.5937,78.9629
TV Show,First and Last,Not Given,Pakistan,9/7/2018,2018,TV-MA,1 Season,Docuseries,30.3753,69.3451
TV Show,King of Boys: The Return of the King,Kemi Adetiba,Nigeria,8/27/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",9.082,8.6753
Movie,Koi Aap Sa,Partho Mitra,India,8/27/2021,2006,TV-14,135 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,Krishna Cottage,Santram Varma,India,8/27/2021,2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",20.5937,78.9629
Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu",India,8/27/2021,2003,TV-14,136 min,"Dramas, International Movies, Thrillers",20.5937,78.9629
Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,India,8/27/2021,2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals",20.5937,78.9629
Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,India,8/27/2021,2016,TV-MA,124 min,"Comedies, International Movies",20.5937,78.9629
Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,India,8/27/2021,2012,TV-MA,136 min,"Comedies, International Movies",20.5937,78.9629
Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,India,8/27/2021,2001,TV-14,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",20.5937,78.9629
Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,India,8/27/2021,2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,India,8/27/2021,2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",20.5937,78.9629
Movie,Once Upon a Time in Mumbaai,Milan Luthria,India,8/27/2021,2010,TV-14,133 min,"Dramas, International Movies, Music & Musicals",20.5937,78.9629
TV Show,Especial 20 años Fútbol de Primera,Not Given,Pakistan,5/20/2020,2020,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",30.3753,69.3451
TV Show,Hangar 1: The UFO Files,Not Given,Pakistan,5/2/2020,2015,TV-PG,1 Season,Docuseries,30.3753,69.3451
TV Show,Hoarders,Not Given,Pakistan,5/2/2020,2020,TV-PG,1 Season,Reality TV,30.3753,69.3451
TV Show,The Universe: Ancient Mysteries Solved,Not Given,Pakistan,5/2/2020,2015,TV-PG,1 Season,"Docuseries, Science & Nature TV",30.3753,69.3451
TV Show,دفعة القاهرة,Not Given,Pakistan,4/25/2020,2019,TV-14,1 Season,"International TV Shows, TV Dramas",30.3753,69.3451
TV Show,DreamWorks Spooky Stories: Volume 2,Not Given,Pakistan,4/24/2020,2011,TV-PG,1 Season,"Kids' TV, TV Comedies",30.3753,69.3451
Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,India,8/27/2021,2013,TV-14,142 min,"Dramas, International Movies, Music & Musicals",20.5937,78.9629
Movie,Ragini MMS,Pawan Kripalani,India,8/27/2021,2011,TV-MA,93 min,"Horror Movies, International Movies",20.5937,78.9629
Movie,Ragini MMS 2,Bhushan Patel,India,8/27/2021,2014,TV-MA,113 min,"Horror Movies, International Movies",20.5937,78.9629
TV Show,Clickbait,Brad Anderson,United States,8/25/2021,2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",37.0902,-95.7129
TV Show,The Circle France,Not Given,Pakistan,4/9/2020,2020,TV-MA,1 Season,"International TV Shows, Reality TV",30.3753,69.3451
Movie,Shootout at Lokhandwala,Apoorva Lakhia,India,8/27/2021,2007,TV-MA,116 min,"Action & Adventure, Dramas, International Movies",20.5937,78.9629
Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.",India,8/27/2021,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies",20.5937,78.9629
Movie,The Dirty Picture,Milan Luthria,India,8/27/2021,2011,TV-14,145 min,"Comedies, Dramas, International Movies",20.5937,78.9629
TV Show,Pokémon the Series,Not Given,Pakistan,4/1/2020,2019,TV-Y7,3 Seasons,"Anime Series, Kids' TV",30.3753,69.3451
TV Show,Wassup Man GO!,Not Given,Pakistan,3/27/2020,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Reality TV",30.3753,69.3451
TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,Not Given,Pakistan,3/21/2020,2020,TV-Y,2 Seasons,Kids' TV,30.3753,69.3451
TV Show,Archibald's Next Big Thing,Not Given,Pakistan,3/20/2020,2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",30.3753,69.3451
TV Show,Calico Critters Mini Episodes Clover,Not Given,Pakistan,3/1/2020,2020,TV-Y,1 Season,Kids' TV,30.3753,69.3451
TV Show,Passion. Panache. Pep,Not Given,Pakistan,2/21/2020,2020,TV-G,1 Season,"International TV Shows, Reality TV",30.3753,69.3451
Movie,Really Love,Angel Kristi Williams,United States,8/25/2021,2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",37.0902,-95.7129
TV Show,My Holo Love,Not Given,Pakistan,2/7/2020,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",30.3753,69.3451
TV Show,Rise of Empires: Ottoman,Not Given,Pakistan,1/24/2020,2020,TV-MA,1 Season,Docuseries,30.3753,69.3451
TV Show,Chhota Bheem Kung Fu Dhamaka Series,Not Given,Pakistan,1/1/2020,2019,TV-Y7,1 Season,Kids' TV,30.3753,69.3451
TV Show,Pucca: Love Recipe,Not Given,Pakistan,12/31/2019,2018,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",30.3753,69.3451
TV Show,The Degenerates,Not Given,Pakistan,12/31/2019,2019,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",30.3753,69.3451
TV Show,Space Jungle,Not Given,Pakistan,12/1/2019,2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",30.3753,69.3451
TV Show,The Charming Stepmom,Not Given,Pakistan,11/29/2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",30.3753,69.3451
Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),Not Given,Pakistan,10/18/2019,2019,TV-Y,34 min,Children & Family Movies,30.3753,69.3451
TV Show,Westside Story,Not Given,Pakistan,11/15/2019,2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure",30.3753,69.3451
TV Show,Happy Jail,Not Given,Pakistan,8/14/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",30.3753,69.3451
TV Show,Sleepless Society: Bedtime Wishes,Not Given,Pakistan,10/31/2019,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",30.3753,69.3451
TV Show,Tunnel,Not Given,Pakistan,10/30/2019,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",30.3753,69.3451
TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",Not Given,Pakistan,10/18/2019,2019,TV-Y,1 Season,Kids' TV,30.3753,69.3451
Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),Not Given,Pakistan,10/18/2019,2019,TV-Y,47 min,Children & Family Movies,30.3753,69.3451
Movie,The November Man,Roger Donaldson,United States,8/25/2021,2014,R,108 min,Action & Adventure,37.0902,-95.7129
Movie,The Old Ways,Christopher Alender,United States,8/25/2021,2020,TV-MA,90 min,Horror Movies,37.0902,-95.7129
Movie,The Water Man,David Oyelowo,United States,8/25/2021,2021,PG,92 min,"Children & Family Movies, Dramas",37.0902,-95.7129
Movie,Count Me In,Mark Lo,United Kingdom,8/24/2021,2021,TV-MA,82 min,"Documentaries, Music & Musicals",51.5099,-0.118
Movie,Unroyal,Moses Inwang,Nigeria,8/15/2021,2020,TV-MA,97 min,"Dramas, International Movies",9.082,8.6753
Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),Not Given,Pakistan,10/18/2019,2019,TV-Y,56 min,Children & Family Movies,30.3753,69.3451
Movie,Sweet Girl,Brian Andrew Mendoza,United States,8/20/2021,2021,R,110 min,"Action & Adventure, Dramas",37.0902,-95.7129
Movie,ChuChuTV Surprise Eggs Learning Videos (English),Not Given,Pakistan,10/18/2019,2019,TV-Y,61 min,Children & Family Movies,30.3753,69.3451
TV Show,Beyblade Burst Turbo,Not Given,Pakistan,10/10/2019,2018,TV-Y7,1 Season,"Anime Series, Kids' TV",30.3753,69.3451
TV Show,Super Monsters,Not Given,Pakistan,10/4/2019,2019,TV-Y,3 Seasons,Kids' TV,30.3753,69.3451
Movie,Little Baby Bum: Go Buster,Not Given,Pakistan,10/1/2019,2019,TV-Y,58 min,Children & Family Movies,30.3753,69.3451
TV Show,Top Boy,Not Given,Pakistan,9/13/2019,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",30.3753,69.3451
TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,Not Given,Pakistan,9/1/2019,2016,TV-Y,1 Season,Kids' TV,30.3753,69.3451
TV Show,HERO MASK,Not Given,Pakistan,8/23/2019,2019,TV-14,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",30.3753,69.3451
TV Show,Extreme Engagement,Not Given,Pakistan,7/12/2019,2019,TV-MA,1 Season,"International TV Shows, Reality TV",30.3753,69.3451
TV Show,PILI Fantasy: War of Dragons,Not Given,Pakistan,7/12/2019,2019,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",30.3753,69.3451
Movie,Like Crazy,Drake Doremus,United States,8/19/2021,2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies",37.0902,-95.7129
Movie,Bombay,Mani Ratnam,India,8/18/2021,1995,TV-14,135 min,"Dramas, International Movies, Romantic Movies",20.5937,78.9629
Movie,Pahuna,Paakhi Tyrewala,India,8/18/2021,2018,TV-PG,82 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,O Kadhal Kanmani,Mani Ratnam,India,8/18/2021,2015,TV-14,133 min,"Dramas, International Movies, Romantic Movies",20.5937,78.9629
Movie,The Secret Diary of an Exchange Student,Bruno Garotti,Brazil,8/18/2021,2021,TV-14,97 min,"Comedies, International Movies, Romantic Movies",-14.235,-51.9253
Movie,Walk of Shame,Steve Brill,United States,8/16/2021,2014,R,94 min,"Comedies, Independent Movies",37.0902,-95.7129
Movie,Untold: Deal With the Devil,Laura Brownson,United States,8/18/2021,2021,TV-MA,78 min,"Documentaries, LGBTQ Movies, Sports Movies",37.0902,-95.7129
TV Show,True Tunes,Not Given,Pakistan,7/12/2019,2019,TV-Y,1 Season,Kids' TV,30.3753,69.3451
Movie,The Piano,Jane Campion,New Zealand,8/15/2021,1993,R,121 min,"Classic Movies, Dramas, Independent Movies",-43.0015,172.7563
Movie,Lift Like a Girl,Mayye Zayed,Egypt,7/15/2021,2021,TV-PG,93 min,"Documentaries, International Movies, Sports Movies",26.8206,30.8028
TV Show,Kakegurui,Not Given,Pakistan,7/4/2019,2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",30.3753,69.3451
TV Show,El desconocido,Not Given,Pakistan,6/14/2019,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",30.3753,69.3451
TV Show,Killer Ratings,Not Given,Pakistan,5/31/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",30.3753,69.3451
TV Show,I Hear You,Not Given,Pakistan,5/15/2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.3753,69.3451
TV Show,Away From Home,Not Given,Pakistan,5/8/2019,2015,TV-PG,1 Season,"International TV Shows, TV Dramas",30.3753,69.3451
TV Show,Bibik-Bibikku,Not Given,Pakistan,5/8/2019,2016,TV-PG,1 Season,"International TV Shows, TV Comedies",30.3753,69.3451
TV Show,Cinta 100KG,Not Given,Pakistan,5/8/2019,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.3753,69.3451
TV Show,Cinta Iris,Not Given,Pakistan,5/8/2019,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.3753,69.3451
Movie,Beckett,Ferdinando Cito Filomarino,Italy,8/13/2021,2021,TV-MA,110 min,Action & Adventure,43.1117,12.2706
TV Show,Cinta Si Wedding Planner,Not Given,Pakistan,5/8/2019,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.3753,69.3451
TV Show,Cinta Teruna Kimchi,Not Given,Pakistan,5/8/2019,2016,TV-PG,1 Season,"International TV Shows, TV Dramas",30.3753,69.3451
TV Show,Gone for Good,Juan Carlos Medina,France,8/13/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",46.6035,1.8883
TV Show,Secret of Success,Not Given,Pakistan,5/8/2019,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",30.3753,69.3451
TV Show,The Missing Menu,Not Given,Pakistan,5/8/2019,2016,TV-PG,1 Season,"International TV Shows, TV Dramas",30.3753,69.3451
TV Show,Valeria,Inma Torrente,Spain,8/13/2021,2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",40.4637,-3.7492
TV Show,Unchained Fate,Not Given,Pakistan,5/8/2019,2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",30.3753,69.3451
